version,1,0.01*
steps,2*

m,1,concrete,42.5,38400*
m,11,steel,483,210000.0,20.5*
m,12,steel,1.0E8,210000.0,20.5*
m,13,steel,412,210000.0,20.5*
m,14,steel,427,210000.0,20.5*
m,15,steel,1000000,1000000,20.5*
m,20,steelLinSoft,0.562,38400,3.84*
b,409,ux,0.0*
b,410,ux,0.0*
b,411,ux,0.0*
b,412,ux,0.0*
b,413,ux,0.0*
b,414,ux,0.0*
b,415,ux,0.0*
b,416,ux,0.0*
b,417,ux,0.0*
b,418,ux,0.0*
b,122,uy,0.0*
b,518,ux,0.0*
b,519,ux,0.0*
b,520,ux,0.0*
b,521,ux,0.0*
b,522,ux,0.0*
b,523,ux,0.0*
b,524,ux,0.0*
b,525,ux,0.0*
b,625,ux,0.0*
b,626,ux,0.0*
b,627,ux,0.0*
b,628,ux,0.0*
b,629,ux,0.0*
b,630,ux,0.0*
b,631,ux,0.0*
b,632,ux,0.0*
f,552,0,-1,G*
f,445,0,-1,G*
n,2,0,0.32*
n,3,0,0.35*
n,4,0,0.39*
n,5,0,0.43*
n,6,0,0.47*
n,7,0,0.51*
n,8,0,0.55*
n,9,0,0.58*
n,10,0,0.61*
n,11,0,0.64*
n,13,0.035,0.32*
n,14,0.035,0.35*
n,15,0.035,0.39*
n,16,0.035,0.43*
n,17,0.035,0.47*
n,18,0.035,0.51*
n,19,0.035,0.55*
n,20,0.035,0.58*
n,21,0.035,0.61*
n,22,0.035,0.64*
n,24,0.07,0.32*
n,25,0.07,0.35*
n,26,0.07,0.39*
n,27,0.07,0.43*
n,28,0.07,0.47*
n,29,0.07,0.51*
n,30,0.07,0.55*
n,31,0.07,0.58*
n,32,0.07,0.61*
n,33,0.07,0.64*
n,35,0.105,0.32*
n,36,0.105,0.35*
n,37,0.105,0.39*
n,38,0.105,0.43*
n,39,0.105,0.47*
n,40,0.105,0.51*
n,41,0.105,0.55*
n,42,0.105,0.58*
n,43,0.105,0.61*
n,44,0.105,0.64*
n,46,0.1435,0.32*
n,47,0.1435,0.35*
n,48,0.1435,0.39*
n,49,0.1435,0.43*
n,50,0.1435,0.47*
n,51,0.1435,0.51*
n,52,0.1435,0.55*
n,53,0.1435,0.58*
n,54,0.1435,0.61*
n,55,0.1435,0.64*
n,57,0.19,0.32*
n,58,0.19,0.35*
n,59,0.19,0.39*
n,60,0.19,0.43*
n,61,0.19,0.47*
n,62,0.19,0.51*
n,63,0.19,0.55*
n,64,0.19,0.58*
n,65,0.19,0.61*
n,66,0.19,0.64*
n,68,0.2365,0.32*
n,69,0.2365,0.35*
n,70,0.2365,0.39*
n,71,0.2365,0.43*
n,72,0.2365,0.47*
n,73,0.2365,0.51*
n,74,0.2365,0.55*
n,75,0.2365,0.58*
n,76,0.2365,0.61*
n,77,0.2365,0.64*
n,79,0.283,0.32*
n,80,0.283,0.35*
n,81,0.283,0.39*
n,82,0.283,0.43*
n,83,0.283,0.47*
n,84,0.283,0.51*
n,85,0.283,0.55*
n,86,0.283,0.58*
n,87,0.283,0.61*
n,88,0.283,0.64*
n,90,0.3295,0.32*
n,91,0.3295,0.35*
n,92,0.3295,0.39*
n,93,0.3295,0.43*
n,94,0.3295,0.47*
n,95,0.3295,0.51*
n,96,0.3295,0.55*
n,97,0.3295,0.58*
n,98,0.3295,0.61*
n,99,0.3295,0.64*
n,101,0.376,0.32*
n,102,0.376,0.35*
n,103,0.376,0.39*
n,104,0.376,0.43*
n,105,0.376,0.47*
n,106,0.376,0.51*
n,107,0.376,0.55*
n,108,0.376,0.58*
n,109,0.376,0.61*
n,110,0.376,0.64*
n,111,0.4225,0.29*
n,112,0.4225,0.32*
n,113,0.4225,0.35*
n,114,0.4225,0.39*
n,115,0.4225,0.43*
n,116,0.4225,0.47*
n,117,0.4225,0.51*
n,118,0.4225,0.55*
n,119,0.4225,0.58*
n,120,0.4225,0.61*
n,121,0.4225,0.64*
n,122,0.469,0.29*
n,123,0.469,0.32*
n,124,0.469,0.35*
n,125,0.469,0.39*
n,126,0.469,0.43*
n,127,0.469,0.47*
n,128,0.469,0.51*
n,129,0.469,0.55*
n,130,0.469,0.58*
n,131,0.469,0.61*
n,132,0.469,0.64*
n,133,0.5155,0.29*
n,134,0.5155,0.32*
n,135,0.5155,0.35*
n,136,0.5155,0.39*
n,137,0.5155,0.43*
n,138,0.5155,0.47*
n,139,0.5155,0.51*
n,140,0.5155,0.55*
n,141,0.5155,0.58*
n,142,0.5155,0.61*
n,143,0.5155,0.64*
n,145,0.562,0.32*
n,146,0.562,0.35*
n,147,0.562,0.39*
n,148,0.562,0.43*
n,149,0.562,0.47*
n,150,0.562,0.51*
n,151,0.562,0.55*
n,152,0.562,0.58*
n,153,0.562,0.61*
n,154,0.562,0.64*
n,156,0.6085,0.32*
n,157,0.6085,0.35*
n,158,0.6085,0.39*
n,159,0.6085,0.43*
n,160,0.6085,0.47*
n,161,0.6085,0.51*
n,162,0.6085,0.55*
n,163,0.6085,0.58*
n,164,0.6085,0.61*
n,165,0.6085,0.64*
n,167,0.655,0.32*
n,168,0.655,0.35*
n,169,0.655,0.39*
n,170,0.655,0.43*
n,171,0.655,0.47*
n,172,0.655,0.51*
n,173,0.655,0.55*
n,174,0.655,0.58*
n,175,0.655,0.61*
n,176,0.655,0.64*
n,178,0.7015,0.32*
n,179,0.7015,0.35*
n,180,0.7015,0.39*
n,181,0.7015,0.43*
n,182,0.7015,0.47*
n,183,0.7015,0.51*
n,184,0.7015,0.55*
n,185,0.7015,0.58*
n,186,0.7015,0.61*
n,187,0.7015,0.64*
n,189,0.748,0.32*
n,190,0.748,0.35*
n,191,0.748,0.39*
n,192,0.748,0.43*
n,193,0.748,0.47*
n,194,0.748,0.51*
n,195,0.748,0.55*
n,196,0.748,0.58*
n,197,0.748,0.61*
n,198,0.748,0.64*
n,200,0.7945,0.32*
n,201,0.7945,0.35*
n,202,0.7945,0.39*
n,203,0.7945,0.43*
n,204,0.7945,0.47*
n,205,0.7945,0.51*
n,206,0.7945,0.55*
n,207,0.7945,0.58*
n,208,0.7945,0.61*
n,209,0.7945,0.64*
n,211,0.841,0.32*
n,212,0.841,0.35*
n,213,0.841,0.39*
n,214,0.841,0.43*
n,215,0.841,0.47*
n,216,0.841,0.51*
n,217,0.841,0.55*
n,218,0.841,0.58*
n,219,0.841,0.61*
n,220,0.841,0.64*
n,222,0.8875,0.32*
n,223,0.8875,0.35*
n,224,0.8875,0.39*
n,225,0.8875,0.43*
n,226,0.8875,0.47*
n,227,0.8875,0.51*
n,228,0.8875,0.55*
n,229,0.8875,0.58*
n,230,0.8875,0.61*
n,231,0.8875,0.64*
n,233,0.934,0.32*
n,234,0.934,0.35*
n,235,0.934,0.39*
n,236,0.934,0.43*
n,237,0.934,0.47*
n,238,0.934,0.51*
n,239,0.934,0.55*
n,240,0.934,0.58*
n,241,0.934,0.61*
n,242,0.934,0.64*
n,244,0.9805,0.32*
n,245,0.9805,0.35*
n,246,0.9805,0.39*
n,247,0.9805,0.43*
n,248,0.9805,0.47*
n,249,0.9805,0.51*
n,250,0.9805,0.55*
n,251,0.9805,0.58*
n,252,0.9805,0.61*
n,253,0.9805,0.64*
n,255,1.027,0.32*
n,256,1.027,0.35*
n,257,1.027,0.39*
n,258,1.027,0.43*
n,259,1.027,0.47*
n,260,1.027,0.51*
n,261,1.027,0.55*
n,262,1.027,0.58*
n,263,1.027,0.61*
n,264,1.027,0.64*
n,266,1.0735,0.32*
n,267,1.0735,0.35*
n,268,1.0735,0.39*
n,269,1.0735,0.43*
n,270,1.0735,0.47*
n,271,1.0735,0.51*
n,272,1.0735,0.55*
n,273,1.0735,0.58*
n,274,1.0735,0.61*
n,275,1.0735,0.64*
n,277,1.12,0.32*
n,278,1.12,0.35*
n,279,1.12,0.39*
n,280,1.12,0.43*
n,281,1.12,0.47*
n,282,1.12,0.51*
n,283,1.12,0.55*
n,284,1.12,0.58*
n,285,1.12,0.61*
n,286,1.12,0.64*
n,288,1.1575,0.32*
n,289,1.1575,0.35*
n,290,1.1575,0.39*
n,291,1.1575,0.43*
n,292,1.1575,0.47*
n,293,1.1575,0.51*
n,294,1.1575,0.55*
n,295,1.1575,0.58*
n,296,1.1575,0.61*
n,297,1.1575,0.64*
n,299,1.21,0.32*
n,300,1.21,0.35*
n,301,1.21,0.39*
n,302,1.21,0.43*
n,303,1.21,0.47*
n,304,1.21,0.51*
n,305,1.21,0.55*
n,306,1.21,0.58*
n,307,1.21,0.61*
n,308,1.21,0.64*
n,310,1.26,0.32*
n,311,1.26,0.35*
n,312,1.26,0.39*
n,313,1.26,0.43*
n,314,1.26,0.47*
n,315,1.26,0.51*
n,316,1.26,0.55*
n,317,1.26,0.58*
n,318,1.26,0.61*
n,319,1.26,0.64*
n,321,1.31,0.32*
n,322,1.31,0.35*
n,323,1.31,0.39*
n,324,1.31,0.43*
n,325,1.31,0.47*
n,326,1.31,0.51*
n,327,1.31,0.55*
n,328,1.31,0.58*
n,329,1.31,0.61*
n,330,1.31,0.64*
n,332,1.3625,0.32*
n,333,1.3625,0.35*
n,334,1.3625,0.39*
n,335,1.3625,0.43*
n,336,1.3625,0.47*
n,337,1.3625,0.51*
n,338,1.3625,0.55*
n,339,1.3625,0.58*
n,340,1.3625,0.61*
n,341,1.3625,0.64*
n,343,1.415,0.32*
n,344,1.415,0.35*
n,345,1.415,0.39*
n,346,1.415,0.43*
n,347,1.415,0.47*
n,348,1.415,0.51*
n,349,1.415,0.55*
n,350,1.415,0.58*
n,351,1.415,0.61*
n,352,1.415,0.64*
n,354,1.465,0.32*
n,355,1.465,0.35*
n,356,1.465,0.39*
n,357,1.465,0.43*
n,358,1.465,0.47*
n,359,1.465,0.51*
n,360,1.465,0.55*
n,361,1.465,0.58*
n,362,1.465,0.61*
n,363,1.465,0.64*
n,365,1.515,0.32*
n,366,1.515,0.35*
n,367,1.515,0.39*
n,368,1.515,0.43*
n,369,1.515,0.47*
n,370,1.515,0.51*
n,371,1.515,0.55*
n,372,1.515,0.58*
n,373,1.515,0.61*
n,374,1.515,0.64*
n,376,1.565,0.32*
n,377,1.565,0.35*
n,378,1.565,0.39*
n,379,1.565,0.43*
n,380,1.565,0.47*
n,381,1.565,0.51*
n,382,1.565,0.55*
n,383,1.565,0.58*
n,384,1.565,0.61*
n,385,1.565,0.64*
n,387,1.615,0.32*
n,388,1.615,0.35*
n,389,1.615,0.39*
n,390,1.615,0.43*
n,391,1.615,0.47*
n,392,1.615,0.51*
n,393,1.615,0.55*
n,394,1.615,0.58*
n,395,1.615,0.61*
n,396,1.615,0.64*
n,398,1.66,0.32*
n,399,1.66,0.35*
n,400,1.66,0.39*
n,401,1.66,0.43*
n,402,1.66,0.47*
n,403,1.66,0.51*
n,404,1.66,0.55*
n,405,1.66,0.58*
n,406,1.66,0.61*
n,407,1.66,0.64*
n,409,1.705,0.32*
n,410,1.705,0.35*
n,411,1.705,0.39*
n,412,1.705,0.43*
n,413,1.705,0.47*
n,414,1.705,0.51*
n,415,1.705,0.55*
n,416,1.705,0.58*
n,417,1.705,0.61*
n,418,1.705,0.64*
n,419,0.705,0*
n,420,0.705,0.03*
n,421,0.705,0.07*
n,422,0.705,0.11*
n,423,0.705,0.15*
n,424,0.705,0.19*
n,425,0.705,0.23*
n,426,0.705,0.26*
n,428,0.755,0*
n,429,0.755,0.03*
n,430,0.755,0.07*
n,431,0.755,0.11*
n,432,0.755,0.15*
n,433,0.755,0.19*
n,434,0.755,0.23*
n,435,0.755,0.26*
n,436,0.755,0.29*
n,437,0.805,0*
n,438,0.805,0.03*
n,439,0.805,0.07*
n,440,0.805,0.11*
n,441,0.805,0.15*
n,442,0.805,0.19*
n,443,0.805,0.23*
n,444,0.805,0.26*
n,445,0.805,0.29*
n,446,0.855,0*
n,447,0.855,0.03*
n,448,0.855,0.07*
n,449,0.855,0.11*
n,450,0.855,0.15*
n,451,0.855,0.19*
n,452,0.855,0.23*
n,453,0.855,0.26*
n,454,0.855,0.29*
n,455,0.905,0*
n,456,0.905,0.03*
n,457,0.905,0.07*
n,458,0.905,0.11*
n,459,0.905,0.15*
n,460,0.905,0.19*
n,461,0.905,0.23*
n,462,0.905,0.26*
n,464,0.955,0*
n,465,0.955,0.03*
n,466,0.955,0.07*
n,467,0.955,0.11*
n,468,0.955,0.15*
n,469,0.955,0.19*
n,470,0.955,0.23*
n,471,0.955,0.26*
n,473,1.005,0*
n,474,1.005,0.03*
n,475,1.005,0.07*
n,476,1.005,0.11*
n,477,1.005,0.15*
n,478,1.005,0.19*
n,479,1.005,0.23*
n,480,1.005,0.26*
n,482,1.055,0*
n,483,1.055,0.03*
n,484,1.055,0.07*
n,485,1.055,0.11*
n,486,1.055,0.15*
n,487,1.055,0.19*
n,488,1.055,0.23*
n,489,1.055,0.26*
n,491,1.105,0*
n,492,1.105,0.03*
n,493,1.105,0.07*
n,494,1.105,0.11*
n,495,1.105,0.15*
n,496,1.105,0.19*
n,497,1.105,0.23*
n,498,1.105,0.26*
n,500,1.1575,0*
n,501,1.1575,0.03*
n,502,1.1575,0.07*
n,503,1.1575,0.11*
n,504,1.1575,0.15*
n,505,1.1575,0.19*
n,506,1.1575,0.23*
n,507,1.1575,0.26*
n,509,1.21,0*
n,510,1.21,0.03*
n,511,1.21,0.07*
n,512,1.21,0.11*
n,513,1.21,0.15*
n,514,1.21,0.19*
n,515,1.21,0.23*
n,516,1.21,0.26*
n,518,1.26,0*
n,519,1.26,0.03*
n,520,1.26,0.07*
n,521,1.26,0.11*
n,522,1.26,0.15*
n,523,1.26,0.19*
n,524,1.26,0.23*
n,525,1.26,0.26*
n,526,0.705,0*
n,527,0.705,0.03*
n,528,0.705,0.07*
n,529,0.705,0.11*
n,530,0.705,0.15*
n,531,0.705,0.19*
n,532,0.705,0.23*
n,533,0.705,0.26*
n,535,0.755,0*
n,536,0.755,0.03*
n,537,0.755,0.07*
n,538,0.755,0.11*
n,539,0.755,0.15*
n,540,0.755,0.19*
n,541,0.755,0.23*
n,542,0.755,0.26*
n,543,0.755,0.29*
n,544,0.805,0*
n,545,0.805,0.03*
n,546,0.805,0.07*
n,547,0.805,0.11*
n,548,0.805,0.15*
n,549,0.805,0.19*
n,550,0.805,0.23*
n,551,0.805,0.26*
n,552,0.805,0.29*
n,553,0.855,0*
n,554,0.855,0.03*
n,555,0.855,0.07*
n,556,0.855,0.11*
n,557,0.855,0.15*
n,558,0.855,0.19*
n,559,0.855,0.23*
n,560,0.855,0.26*
n,561,0.855,0.29*
n,562,0.905,0*
n,563,0.905,0.03*
n,564,0.905,0.07*
n,565,0.905,0.11*
n,566,0.905,0.15*
n,567,0.905,0.19*
n,568,0.905,0.23*
n,569,0.905,0.26*
n,571,0.955,0*
n,572,0.955,0.03*
n,573,0.955,0.07*
n,574,0.955,0.11*
n,575,0.955,0.15*
n,576,0.955,0.19*
n,577,0.955,0.23*
n,578,0.955,0.26*
n,580,1.005,0*
n,581,1.005,0.03*
n,582,1.005,0.07*
n,583,1.005,0.11*
n,584,1.005,0.15*
n,585,1.005,0.19*
n,586,1.005,0.23*
n,587,1.005,0.26*
n,589,1.055,0*
n,590,1.055,0.03*
n,591,1.055,0.07*
n,592,1.055,0.11*
n,593,1.055,0.15*
n,594,1.055,0.19*
n,595,1.055,0.23*
n,596,1.055,0.26*
n,598,1.105,0*
n,599,1.105,0.03*
n,600,1.105,0.07*
n,601,1.105,0.11*
n,602,1.105,0.15*
n,603,1.105,0.19*
n,604,1.105,0.23*
n,605,1.105,0.26*
n,607,1.1575,0*
n,608,1.1575,0.03*
n,609,1.1575,0.07*
n,610,1.1575,0.11*
n,611,1.1575,0.15*
n,612,1.1575,0.19*
n,613,1.1575,0.23*
n,614,1.1575,0.26*
n,616,1.21,0*
n,617,1.21,0.03*
n,618,1.21,0.07*
n,619,1.21,0.11*
n,620,1.21,0.15*
n,621,1.21,0.19*
n,622,1.21,0.23*
n,623,1.21,0.26*
n,625,1.26,0*
n,626,1.26,0.03*
n,627,1.26,0.07*
n,628,1.26,0.11*
n,629,1.26,0.15*
n,630,1.26,0.19*
n,631,1.26,0.23*
n,632,1.26,0.26*
e,1,conc3N,2,14,3,0.105,1*
e,2,conc3N,13,14,2,0.105,1*
e,3,conc3N,3,14,4,0.105,1*
e,4,conc3N,14,15,4,0.105,1*
e,5,conc3N,4,16,5,0.105,1*
e,6,conc3N,15,16,4,0.105,1*
e,7,conc3N,5,16,6,0.105,1*
e,8,conc3N,16,17,6,0.105,1*
e,9,conc3N,6,18,7,0.105,1*
e,10,conc3N,17,18,6,0.105,1*
